CustomerID,OrderID,CustomerContact,Country,OrderDate,ProductID,UnitPrice,Quantity,Discount
AROUT,10383,Thomas Hardy,UK,9/7/2019,56,30.4,560,0
BERGS,10384,Christina Berglund,Sweden,9/7/2019,20,64.8,200,0
BERGS,10384,Christina Berglund,Sweden,9/7/2019,60,27.2,600,0
SPLIR,10385,Art Braunschweiger,USA,9/8/2019,7,24,70,0.2
SPLIR,10385,Art Braunschweiger,USA,9/8/2019,60,27.2,600,0.2
SPLIR,10385,Art Braunschweiger,USA,9/8/2019,68,10,680,0.2
FAMIA,10386,Aria Cruz,Brazil,9/9/2019,24,3.6,240,0
FAMIA,10386,Aria Cruz,Brazil,9/9/2019,34,11.2,340,0
SANTG,10387,Jonas Bergulfsen,Norway,9/9/2019,24,3.6,240,0
SANTG,10387,Jonas Bergulfsen,Norway,9/9/2019,28,36.4,280,0
SANTG,10387,Jonas Bergulfsen,Norway,9/9/2019,59,44,590,0
SANTG,10387,Jonas Bergulfsen,Norway,9/9/2019,71,17.2,710,0
SEVES,10388,Hari Kumar,UK,9/10/2019,45,7.6,450,0.2
SEVES,10388,Hari Kumar,UK,9/10/2019,52,5.6,520,0.2
SEVES,10388,Hari Kumar,UK,9/10/2019,53,26.2,530,0
BOTTM,10389,Elizabeth Lincoln,Canada,9/11/2019,10,24.8,100,0
BOTTM,10389,Elizabeth Lincoln,Canada,9/11/2019,55,19.2,550,0
BOTTM,10389,Elizabeth Lincoln,Canada,9/11/2019,62,39.4,620,0
BOTTM,10389,Elizabeth Lincoln,Canada,9/11/2019,70,12,700,0
ERNSH,10390,Roland Mendel,Austria,9/14/2019,31,10,310,0.1
ERNSH,10390,Roland Mendel,Austria,9/14/2019,35,14.4,350,0.1
ERNSH,10390,Roland Mendel,Austria,9/14/2019,46,9.6,460,0
ERNSH,10390,Roland Mendel,Austria,9/14/2019,72,27.8,720,0.1
DRACD,10391,Sven Ottlieb,Germany,9/14/2019,13,4.8,130,0
PICCO,10392,Georg Pipps,Austria,9/15/2019,69,28.8,690,0
SAVEA,10393,Jose Pavarotti,USA,9/16/2019,2,15.2,20,0.25
SAVEA,10393,Jose Pavarotti,USA,9/16/2019,14,18.6,140,0.25
SAVEA,10393,Jose Pavarotti,USA,9/16/2019,25,11.2,250,0.25
SAVEA,10393,Jose Pavarotti,USA,9/16/2019,26,24.9,260,0.25
SAVEA,10393,Jose Pavarotti,USA,9/16/2019,31,10,310,0
HUNGC,10394,Yoshi Latimer,USA,9/16/2019,13,4.8,130,0
HUNGC,10394,Yoshi Latimer,USA,9/16/2019,62,39.4,620,0
HILAA,10395,Carlos Hernandez,Venezuela,9/17/2019,46,9.6,460,0.1
HILAA,10395,Carlos Hernandez,Venezuela,9/17/2019,53,26.2,530,0.1
HILAA,10395,Carlos Hernandez,Venezuela,9/17/2019,69,28.8,690,0
FRANK,10396,Peter Franken,Germany,9/18/2019,23,7.2,230,0
FRANK,10396,Peter Franken,Germany,9/18/2019,71,17.2,710,0
FRANK,10396,Peter Franken,Germany,9/18/2019,72,27.8,720,0
PRINI,10397,Isabel de Castro,Portugal,9/18/2019,21,8,210,0.15
PRINI,10397,Isabel de Castro,Portugal,9/18/2019,51,42.4,510,0.15
SAVEA,10398,Jose Pavarotti,USA,9/21/2019,35,14.4,350,0
SAVEA,10398,Jose Pavarotti,USA,9/21/2019,55,19.2,550,0.1
VAFFE,10399,Palle Ibsen,Denmark,9/22/2019,68,10,680,0
VAFFE,10399,Palle Ibsen,Denmark,9/22/2019,71,17.2,710,0
VAFFE,10399,Palle Ibsen,Denmark,9/22/2019,76,14.4,760,0
VAFFE,10399,Palle Ibsen,Denmark,9/22/2019,77,10.4,770,0
EASTC,10400,Ann Devon,UK,9/23/2019,29,99,290,0
EASTC,10400,Ann Devon,UK,9/23/2019,35,14.4,350,0
EASTC,10400,Ann Devon,UK,9/23/2019,49,16,490,0
RATTC,10401,Paula Wilson,USA,9/23/2019,30,20.7,300,0
RATTC,10401,Paula Wilson,USA,9/23/2019,56,30.4,560,0
RATTC,10401,Paula Wilson,USA,9/23/2019,65,16.8,650,0
RATTC,10401,Paula Wilson,USA,9/23/2019,71,17.2,710,0
ERNSH,10402,Roland Mendel,Austria,9/24/2019,23,7.2,230,0
ERNSH,10402,Roland Mendel,Austria,9/24/2019,63,35.1,630,0
ERNSH,10403,Roland Mendel,Austria,9/25/2019,16,13.9,160,0.15
ERNSH,10403,Roland Mendel,Austria,9/25/2019,48,10.2,480,0.15
MAGAA,10404,Giovanni Rovelli,Italy,9/25/2019,26,24.9,260,0.05
MAGAA,10404,Giovanni Rovelli,Italy,9/25/2019,42,11.2,420,0.05
MAGAA,10404,Giovanni Rovelli,Italy,9/25/2019,49,16,490,0.05
LINOD,10405,Felipe Izquierdo,Venezuela,9/28/2019,3,8,30,0
QUEEN,10406,Lucia Carvalho,Brazil,9/29/2019,1,14.4,10,0
QUEEN,10406,Lucia Carvalho,Brazil,9/29/2019,21,8,210,0.1
QUEEN,10406,Lucia Carvalho,Brazil,9/29/2019,28,36.4,280,0.1
QUEEN,10406,Lucia Carvalho,Brazil,9/29/2019,36,15.2,360,0.1
QUEEN,10406,Lucia Carvalho,Brazil,9/29/2019,40,14.7,400,0.1
OTTIK,10407,Henriette Pfalzheim,Germany,9/29/2019,11,16.8,110,0
OTTIK,10407,Henriette Pfalzheim,Germany,9/29/2019,69,28.8,690,0
OTTIK,10407,Henriette Pfalzheim,Germany,9/29/2019,71,17.2,710,0
FOLIG,10408,Martine Rance,France,9/30/2019,37,20.8,370,0
FOLIG,10408,Martine Rance,France,9/30/2019,54,5.9,540,0
FOLIG,10408,Martine Rance,France,9/30/2019,62,39.4,620,0
OCEAN,10409,Yvonne Moncada,Argentina,10/1/2019,14,18.6,140,0
OCEAN,10409,Yvonne Moncada,Argentina,10/1/2019,21,8,210,0
BOTTM,10410,Elizabeth Lincoln,Canada,10/2/2019,33,2,330,0
BOTTM,10410,Elizabeth Lincoln,Canada,10/2/2019,59,44,590,0
BOTTM,10411,Elizabeth Lincoln,Canada,10/2/2019,41,7.7,410,0.2
BOTTM,10411,Elizabeth Lincoln,Canada,10/2/2019,44,15.5,440,0.2
BOTTM,10411,Elizabeth Lincoln,Canada,10/2/2019,59,44,590,0.2
WARTH,10412,Pirkko Koskitalo,Finland,10/5/2019,14,18.6,140,0.1
LAMAI,10413,Annette Roulet,France,10/6/2019,1,14.4,10,0
LAMAI,10413,Annette Roulet,France,10/6/2019,62,39.4,620,0
LAMAI,10413,Annette Roulet,France,10/6/2019,76,14.4,760,0
FAMIA,10414,Aria Cruz,Brazil,10/6/2019,19,7.3,190,0.05
FAMIA,10414,Aria Cruz,Brazil,10/6/2019,33,2,330,0
HUNGC,10415,Yoshi Latimer,USA,10/7/2019,17,31.2,170,0
HUNGC,10415,Yoshi Latimer,USA,10/7/2019,33,2,330,0
WARTH,10416,Pirkko Koskitalo,Finland,10/8/2019,19,7.3,190,0
WARTH,10416,Pirkko Koskitalo,Finland,10/8/2019,53,26.2,530,0
WARTH,10416,Pirkko Koskitalo,Finland,10/8/2019,57,15.6,570,0
SIMOB,10417,Jytte Petersen,Denmark,10/8/2019,38,210.8,380,0
SIMOB,10417,Jytte Petersen,Denmark,10/8/2019,46,9.6,460,0.25
SIMOB,10417,Jytte Petersen,Denmark,10/8/2019,68,10,680,0.25
SIMOB,10417,Jytte Petersen,Denmark,10/8/2019,77,10.4,770,0
QUICK,10418,Horst Kloss,Germany,10/9/2019,2,15.2,20,0
QUICK,10418,Horst Kloss,Germany,10/9/2019,47,7.6,470,0
QUICK,10418,Horst Kloss,Germany,10/9/2019,61,22.8,610,0
QUICK,10418,Horst Kloss,Germany,10/9/2019,74,8,740,0
RICSU,10419,Michael Holz,Switzerland,10/12/2019,60,27.2,600,0.05
RICSU,10419,Michael Holz,Switzerland,10/12/2019,69,28.8,690,0.05
WELLI,10420,Paula Parente,Brazil,10/13/2019,9,77.6,90,0.1
WELLI,10420,Paula Parente,Brazil,10/13/2019,13,4.8,130,0.1
WELLI,10420,Paula Parente,Brazil,10/13/2019,70,12,700,0.1
WELLI,10420,Paula Parente,Brazil,10/13/2019,73,12,730,0.1
QUEDE,10421,Bernardo Batista,Brazil,10/13/2019,19,7.3,190,0.15
QUEDE,10421,Bernardo Batista,Brazil,10/13/2019,26,24.9,260,0
QUEDE,10421,Bernardo Batista,Brazil,10/13/2019,53,26.2,530,0.15
QUEDE,10421,Bernardo Batista,Brazil,10/13/2019,77,10.4,770,0.15
FRANS,10422,Paolo Accorti,Italy,10/14/2019,26,24.9,260,0
GOURL,10423,Andre Fonseca,Brazil,10/15/2019,31,10,310,0
GOURL,10423,Andre Fonseca,Brazil,10/15/2019,59,44,590,0
MEREP,10424,Jean Fresniere,Canada,10/15/2019,35,14.4,350,0.2
MEREP,10424,Jean Fresniere,Canada,10/15/2019,38,210.8,380,0.2
MEREP,10424,Jean Fresniere,Canada,10/15/2019,68,10,680,0.2
LAMAI,10425,Annette Roulet,France,10/16/2019,55,19.2,550,0.25
LAMAI,10425,Annette Roulet,France,10/16/2019,76,14.4,760,0.25
GALED,10426,Eduardo Saavedra,Spain,10/19/2019,56,30.4,560,0
GALED,10426,Eduardo Saavedra,Spain,10/19/2019,64,26.6,640,0
PICCO,10427,Georg Pipps,Austria,10/19/2019,14,18.6,140,0
REGGC,10428,Maurizio Moroni,Italy,10/20/2019,46,9.6,460,0
HUNGO,10429,Patricia McKenna,Ireland,10/21/2019,50,13,500,0
HUNGO,10429,Patricia McKenna,Ireland,10/21/2019,63,35.1,630,0.25
ERNSH,10430,Roland Mendel,Austria,10/22/2019,17,31.2,170,0.2
ERNSH,10430,Roland Mendel,Austria,10/22/2019,21,8,210,0
ERNSH,10430,Roland Mendel,Austria,10/22/2019,56,30.4,560,0
ERNSH,10430,Roland Mendel,Austria,10/22/2019,59,44,590,0.2
BOTTM,10431,Elizabeth Lincoln,Canada,10/22/2019,17,31.2,170,0.25
BOTTM,10431,Elizabeth Lincoln,Canada,10/22/2019,40,14.7,400,0.25
BOTTM,10431,Elizabeth Lincoln,Canada,10/22/2019,47,7.6,470,0.25
SPLIR,10432,Art Braunschweiger,USA,10/23/2019,26,24.9,260,0
SPLIR,10432,Art Braunschweiger,USA,10/23/2019,54,5.9,540,0
PRINI,10433,Isabel de Castro,Portugal,10/26/2019,56,30.4,560,0
FOLKO,10434,Maria Larsson,Sweden,10/26/2019,11,16.8,110,0
FOLKO,10434,Maria Larsson,Sweden,10/26/2019,76,14.4,760,0.15
CONSH,10435,Elizabeth Brown,UK,10/27/2019,2,15.2,20,0
CONSH,10435,Elizabeth Brown,UK,10/27/2019,22,16.8,220,0
CONSH,10435,Elizabeth Brown,UK,10/27/2019,72,27.8,720,0
BLONP,10436,Frederique Citeaux,France,10/28/2019,46,9.6,460,0
BLONP,10436,Frederique Citeaux,France,10/28/2019,56,30.4,560,0.1
BLONP,10436,Frederique Citeaux,France,10/28/2019,64,26.6,640,0.1
BLONP,10436,Frederique Citeaux,France,10/28/2019,75,6.2,750,0.1
WARTH,10437,Pirkko Koskitalo,Finland,10/28/2019,53,26.2,530,0
TOMSP,10438,Karin Josephs,Germany,10/29/2019,19,7.3,190,0.2
TOMSP,10438,Karin Josephs,Germany,10/29/2019,34,11.2,340,0.2
TOMSP,10438,Karin Josephs,Germany,10/29/2019,57,15.6,570,0.2
MEREP,10439,Jean Fresniere,Canada,10/30/2019,12,30.4,120,0
MEREP,10439,Jean Fresniere,Canada,10/30/2019,16,13.9,160,0
MEREP,10439,Jean Fresniere,Canada,10/30/2019,64,26.6,640,0
MEREP,10439,Jean Fresniere,Canada,10/30/2019,74,8,740,0
SAVEA,10440,Jose Pavarotti,USA,11/2/2019,2,15.2,20,0.15
SAVEA,10440,Jose Pavarotti,USA,11/2/2019,16,13.9,160,0.15
SAVEA,10440,Jose Pavarotti,USA,11/2/2019,29,99,290,0.15
SAVEA,10440,Jose Pavarotti,USA,11/2/2019,61,22.8,610,0.15
OLDWO,10441,Rene Phillips,USA,11/2/2019,27,35.1,270,0
ERNSH,10442,Roland Mendel,Austria,11/3/2019,11,16.8,110,0
ERNSH,10442,Roland Mendel,Austria,11/3/2019,54,5.9,540,0
ERNSH,10442,Roland Mendel,Austria,11/3/2019,66,13.6,660,0
REGGC,10443,Maurizio Moroni,Italy,11/4/2019,11,16.8,110,0.2
REGGC,10443,Maurizio Moroni,Italy,11/4/2019,28,36.4,280,0
BERGS,10444,Christina Berglund,Sweden,11/4/2019,17,31.2,170,0
BERGS,10444,Christina Berglund,Sweden,11/4/2019,26,24.9,260,0
BERGS,10444,Christina Berglund,Sweden,11/4/2019,35,14.4,350,0
BERGS,10444,Christina Berglund,Sweden,11/4/2019,41,7.7,410,0
BERGS,10445,Christina Berglund,Sweden,11/5/2019,39,14.4,390,0
BERGS,10445,Christina Berglund,Sweden,11/5/2019,54,5.9,540,0
TOMSP,10446,Karin Josephs,Germany,11/6/2019,19,7.3,190,0.1
TOMSP,10446,Karin Josephs,Germany,11/6/2019,24,3.6,240,0.1
TOMSP,10446,Karin Josephs,Germany,11/6/2019,31,10,310,0.1
TOMSP,10446,Karin Josephs,Germany,11/6/2019,52,5.6,520,0.1
RICAR,10447,Janete Limeira,Brazil,11/6/2019,19,7.3,190,0
RICAR,10447,Janete Limeira,Brazil,11/6/2019,65,16.8,650,0
RICAR,10447,Janete Limeira,Brazil,11/6/2019,71,17.2,710,0
RANCH,10448,Sergio Gutierrez,Argentina,11/9/2019,26,24.9,260,0
RANCH,10448,Sergio Gutierrez,Argentina,11/9/2019,40,14.7,400,0
BLONP,10449,Frederique Citeaux,France,11/10/2019,10,24.8,100,0
BLONP,10449,Frederique Citeaux,France,11/10/2019,52,5.6,520,0
BLONP,10449,Frederique Citeaux,France,11/10/2019,62,39.4,620,0
VICTE,10450,Mary Saveley,France,11/11/2019,10,24.8,100,0.2
VICTE,10450,Mary Saveley,France,11/11/2019,54,5.9,540,0.2
QUICK,10451,Horst Kloss,Germany,11/11/2019,55,19.2,550,0.1
QUICK,10451,Horst Kloss,Germany,11/11/2019,64,26.6,640,0.1
QUICK,10451,Horst Kloss,Germany,11/11/2019,65,16.8,650,0.1
QUICK,10451,Horst Kloss,Germany,11/11/2019,77,10.4,770,0.1
SAVEA,10452,Jose Pavarotti,USA,11/12/2019,28,36.4,280,0
SAVEA,10452,Jose Pavarotti,USA,11/12/2019,44,15.5,440,0.05
AROUT,10453,Thomas Hardy,UK,11/13/2019,48,10.2,480,0.1
AROUT,10453,Thomas Hardy,UK,11/13/2019,70,12,700,0.1
LAMAI,10454,Annette Roulet,France,11/13/2019,16,13.9,160,0.2
LAMAI,10454,Annette Roulet,France,11/13/2019,33,2,330,0.2
LAMAI,10454,Annette Roulet,France,11/13/2019,46,9.6,460,0.2
WARTH,10455,Pirkko Koskitalo,Finland,11/16/2019,39,14.4,390,0
WARTH,10455,Pirkko Koskitalo,Finland,11/16/2019,53,26.2,530,0
WARTH,10455,Pirkko Koskitalo,Finland,11/16/2019,61,22.8,610,0
WARTH,10455,Pirkko Koskitalo,Finland,11/16/2019,71,17.2,710,0
KOENE,10456,Philip Cramer,Germany,11/17/2019,21,8,210,0.15
KOENE,10456,Philip Cramer,Germany,11/17/2019,49,16,490,0.15
KOENE,10457,Philip Cramer,Germany,11/17/2019,59,44,590,0
SUPRD,10458,Pascale Cartrain,Belgium,11/18/2019,26,24.9,260,0
SUPRD,10458,Pascale Cartrain,Belgium,11/18/2019,28,36.4,280,0
SUPRD,10458,Pascale Cartrain,Belgium,11/18/2019,43,36.8,430,0
SUPRD,10458,Pascale Cartrain,Belgium,11/18/2019,56,30.4,560,0
SUPRD,10458,Pascale Cartrain,Belgium,11/18/2019,71,17.2,710,0
VICTE,10459,Mary Saveley,France,11/19/2019,7,24,70,0.05
VICTE,10459,Mary Saveley,France,11/19/2019,46,9.6,460,0.05
VICTE,10459,Mary Saveley,France,11/19/2019,72,27.8,720,0
FOLKO,10460,Maria Larsson,Sweden,11/20/2019,68,10,680,0.25
FOLKO,10460,Maria Larsson,Sweden,11/20/2019,75,6.2,750,0.25
LILAS,10461,Carlos Gonzalez,Venezuela,11/20/2019,21,8,210,0.25
LILAS,10461,Carlos Gonzalez,Venezuela,11/20/2019,30,20.7,300,0.25
LILAS,10461,Carlos Gonzalez,Venezuela,11/20/2019,55,19.2,550,0.25
CONSH,10462,Elizabeth Brown,UK,11/23/2019,13,4.8,130,0
CONSH,10462,Elizabeth Brown,UK,11/23/2019,23,7.2,230,0
SUPRD,10463,Pascale Cartrain,Belgium,11/24/2019,19,7.3,190,0
SUPRD,10463,Pascale Cartrain,Belgium,11/24/2019,42,11.2,420,0
FURIB,10464,Lino Rodriguez,Portugal,11/24/2019,4,17.6,40,0.2
FURIB,10464,Lino Rodriguez,Portugal,11/24/2019,43,36.8,430,0
FURIB,10464,Lino Rodriguez,Portugal,11/24/2019,56,30.4,560,0.2
FURIB,10464,Lino Rodriguez,Portugal,11/24/2019,60,27.2,600,0
VAFFE,10465,Palle Ibsen,Denmark,11/25/2019,24,3.6,240,0
VAFFE,10465,Palle Ibsen,Denmark,11/25/2019,29,99,290,0.1
VAFFE,10465,Palle Ibsen,Denmark,11/25/2019,40,14.7,400,0
VAFFE,10465,Palle Ibsen,Denmark,11/25/2019,45,7.6,450,0.1
VAFFE,10465,Palle Ibsen,Denmark,11/25/2019,50,13,500,0
COMMI,10466,Pedro Afonso,Brazil,11/26/2019,11,16.8,110,0
COMMI,10466,Pedro Afonso,Brazil,11/26/2019,46,9.6,460,0
MAGAA,10467,Giovanni Rovelli,Italy,11/26/2019,24,3.6,240,0
MAGAA,10467,Giovanni Rovelli,Italy,11/26/2019,25,11.2,250,0
KOENE,10468,Philip Cramer,Germany,11/27/2019,30,20.7,300,0
KOENE,10468,Philip Cramer,Germany,11/27/2019,43,36.8,430,0
WHITC,10469,Karl Jablonski,USA,11/30/2019,2,15.2,20,0.15
WHITC,10469,Karl Jablonski,USA,11/30/2019,16,13.9,160,0.15
WHITC,10469,Karl Jablonski,USA,11/30/2019,44,15.5,440,0.15
BONAP,10470,Laurence Lebihan,France,12/1/2019,18,50,180,0
BONAP,10470,Laurence Lebihan,France,12/1/2019,23,7.2,230,0
BONAP,10470,Laurence Lebihan,France,12/1/2019,64,26.6,640,0
BSBEV,10471,Victoria Ashworth,UK,12/1/2019,7,24,70,0
BSBEV,10471,Victoria Ashworth,UK,12/1/2019,56,30.4,560,0
SEVES,10472,Hari Kumar,UK,12/2/2019,24,3.6,240,0.05
SEVES,10472,Hari Kumar,UK,12/2/2019,51,42.4,510,0
ISLAT,10473,Helen Bennett,UK,12/3/2019,33,2,330,0
ISLAT,10473,Helen Bennett,UK,12/3/2019,71,17.2,710,0
PERIC,10474,Guillermo Fernandez,Mexico,12/3/2019,14,18.6,140,0
PERIC,10474,Guillermo Fernandez,Mexico,12/3/2019,28,36.4,280,0
PERIC,10474,Guillermo Fernandez,Mexico,12/3/2019,40,14.7,400,0
PERIC,10474,Guillermo Fernandez,Mexico,12/3/2019,75,6.2,750,0
SUPRD,10475,Pascale Cartrain,Belgium,12/4/2019,31,10,310,0.15
SUPRD,10475,Pascale Cartrain,Belgium,12/4/2019,66,13.6,660,0.15
SUPRD,10475,Pascale Cartrain,Belgium,12/4/2019,76,14.4,760,0.15
HILAA,10476,Carlos Hernandez,Venezuela,12/7/2019,55,19.2,550,0.05
HILAA,10476,Carlos Hernandez,Venezuela,12/7/2019,70,12,700,0
PRINI,10477,Isabel de Castro,Portugal,12/7/2019,1,14.4,10,0
PRINI,10477,Isabel de Castro,Portugal,12/7/2019,21,8,210,0.25
PRINI,10477,Isabel de Castro,Portugal,12/7/2019,39,14.4,390,0.25
VICTE,10478,Mary Saveley,France,12/8/2019,10,24.8,100,0.05
RATTC,10479,Paula Wilson,USA,12/9/2019,38,210.8,380,0
RATTC,10479,Paula Wilson,USA,12/9/2019,53,26.2,530,0
RATTC,10479,Paula Wilson,USA,12/9/2019,59,44,590,0
RATTC,10479,Paula Wilson,USA,12/9/2019,64,26.6,640,0
FOLIG,10480,Martine Rance,France,12/10/2019,47,7.6,470,0
FOLIG,10480,Martine Rance,France,12/10/2019,59,44,590,0
RICAR,10481,Janete Limeira,Brazil,12/10/2019,49,16,490,0
RICAR,10481,Janete Limeira,Brazil,12/10/2019,60,27.2,600,0
LAZYK,10482,John Steel,USA,12/11/2019,40,14.7,400,0
WHITC,10483,Karl Jablonski,USA,12/14/2019,34,11.2,340,0.05
WHITC,10483,Karl Jablonski,USA,12/14/2019,77,10.4,770,0.05
BSBEV,10484,Victoria Ashworth,UK,12/14/2019,21,8,210,0
BSBEV,10484,Victoria Ashworth,UK,12/14/2019,40,14.7,400,0
BSBEV,10484,Victoria Ashworth,UK,12/14/2019,51,42.4,510,0
LINOD,10485,Felipe Izquierdo,Venezuela,12/15/2019,2,15.2,20,0.1
LINOD,10485,Felipe Izquierdo,Venezuela,12/15/2019,3,8,30,0.1
LINOD,10485,Felipe Izquierdo,Venezuela,12/15/2019,55,19.2,550,0.1
LINOD,10485,Felipe Izquierdo,Venezuela,12/15/2019,70,12,700,0.1
HILAA,10486,Carlos Hernandez,Venezuela,12/16/2019,11,16.8,110,0
HILAA,10486,Carlos Hernandez,Venezuela,12/16/2019,51,42.4,510,0
HILAA,10486,Carlos Hernandez,Venezuela,12/16/2019,74,8,740,0
QUEEN,10487,Lucia Carvalho,Brazil,12/16/2019,19,7.3,190,0
QUEEN,10487,Lucia Carvalho,Brazil,12/16/2019,26,24.9,260,0
QUEEN,10487,Lucia Carvalho,Brazil,12/16/2019,54,5.9,540,0.25
FRANK,10488,Peter Franken,Germany,12/17/2019,59,44,590,0
FRANK,10488,Peter Franken,Germany,12/17/2019,73,12,730,0.2
PICCO,10489,Georg Pipps,Austria,12/18/2019,11,16.8,110,0.25
PICCO,10489,Georg Pipps,Austria,12/18/2019,16,13.9,160,0
HILAA,10490,Carlos Hernandez,Venezuela,12/21/2019,59,44,590,0
HILAA,10490,Carlos Hernandez,Venezuela,12/21/2019,68,10,680,0
HILAA,10490,Carlos Hernandez,Venezuela,12/21/2019,75,6.2,750,0
FURIB,10491,Lino Rodriguez,Portugal,12/21/2019,44,15.5,440,0.15
FURIB,10491,Lino Rodriguez,Portugal,12/21/2019,77,10.4,770,0.15
BOTTM,10492,Elizabeth Lincoln,Canada,12/22/2019,25,11.2,250,0.05
BOTTM,10492,Elizabeth Lincoln,Canada,12/22/2019,42,11.2,420,0.05
LAMAI,10493,Annette Roulet,France,12/23/2019,65,16.8,650,0.1
LAMAI,10493,Annette Roulet,France,12/23/2019,66,13.6,660,0.1
LAMAI,10493,Annette Roulet,France,12/23/2019,69,28.8,690,0.1
COMMI,10494,Pedro Afonso,Brazil,12/23/2019,56,30.4,560,0
LAUGB,10495,Yoshi Tannamuri,Canada,12/24/2019,23,7.2,230,0
LAUGB,10495,Yoshi Tannamuri,Canada,12/24/2019,41,7.7,410,0
LAUGB,10495,Yoshi Tannamuri,Canada,12/24/2019,77,10.4,770,0
TRADH,10496,Anabela Domingues,Brazil,12/25/2019,31,10,310,0.05
LEHMS,10497,Renate Messner,Germany,12/25/2019,56,30.4,560,0
LEHMS,10497,Renate Messner,Germany,12/25/2019,72,27.8,720,0
LEHMS,10497,Renate Messner,Germany,12/25/2019,77,10.4,770,0
HILAA,10498,Carlos Hernandez,Venezuela,12/28/2019,24,4.5,240,0
HILAA,10498,Carlos Hernandez,Venezuela,12/28/2019,40,18.4,400,0
HILAA,10498,Carlos Hernandez,Venezuela,12/28/2019,42,14,420,0
LILAS,10499,Carlos Gonzalez,Venezuela,12/29/2019,28,45.6,280,0
LILAS,10499,Carlos Gonzalez,Venezuela,12/29/2019,49,20,490,0
LAMAI,10500,Annette Roulet,France,12/30/2019,15,15.5,150,0.05
LAMAI,10500,Annette Roulet,France,12/30/2019,28,45.6,280,0.05
BLAUS,10501,Hanna Moos,Germany,12/30/2019,54,7.45,540,0
PERIC,10502,Guillermo Fernandez,Mexico,12/31/2019,45,9.5,450,0
PERIC,10502,Guillermo Fernandez,Mexico,12/31/2019,53,32.8,530,0
PERIC,10502,Guillermo Fernandez,Mexico,12/31/2019,67,14,670,0
HUNGO,10503,Patricia McKenna,Ireland,1/1/2020,14,23.25,140,0
HUNGO,10503,Patricia McKenna,Ireland,1/1/2020,65,21.05,650,0
WHITC,10504,Karl Jablonski,USA,1/1/2020,2,19,20,0
WHITC,10504,Karl Jablonski,USA,1/1/2020,21,10,210,0
WHITC,10504,Karl Jablonski,USA,1/1/2020,53,32.8,530,0
WHITC,10504,Karl Jablonski,USA,1/1/2020,61,28.5,610,0
MEREP,10505,Jean Fresniere,Canada,1/4/2020,62,49.3,620,0
KOENE,10506,Philip Cramer,Germany,1/5/2020,25,14,250,0.1
KOENE,10506,Philip Cramer,Germany,1/5/2020,70,15,700,0.1
ANTON,10507,Antonio Moreno,Mexico,1/5/2020,43,46,430,0.15
ANTON,10507,Antonio Moreno,Mexico,1/5/2020,48,12.75,480,0.15
OTTIK,10508,Henriette Pfalzheim,Germany,1/6/2020,13,6,130,0
OTTIK,10508,Henriette Pfalzheim,Germany,1/6/2020,39,18,390,0
BLAUS,10509,Hanna Moos,Germany,1/7/2020,28,45.6,280,0
SAVEA,10510,Jose Pavarotti,USA,1/8/2020,29,123.79,290,0
SAVEA,10510,Jose Pavarotti,USA,1/8/2020,75,7.75,750,0.1
BONAP,10511,Laurence Lebihan,France,1/8/2020,4,22,40,0.15
BONAP,10511,Laurence Lebihan,France,1/8/2020,7,30,70,0.15
BONAP,10511,Laurence Lebihan,France,1/8/2020,8,40,80,0.15
FAMIA,10512,Aria Cruz,Brazil,1/11/2020,24,4.5,240,0.15
FAMIA,10512,Aria Cruz,Brazil,1/11/2020,46,12,460,0.15
FAMIA,10512,Aria Cruz,Brazil,1/11/2020,47,9.5,470,0.15
FAMIA,10512,Aria Cruz,Brazil,1/11/2020,60,34,600,0.15
WANDK,10513,Rita Muller,Germany,1/12/2020,21,10,210,0.2
WANDK,10513,Rita Muller,Germany,1/12/2020,32,32,320,0.2
WANDK,10513,Rita Muller,Germany,1/12/2020,61,28.5,610,0.2
ERNSH,10514,Roland Mendel,Austria,1/12/2020,20,81,200,0
ERNSH,10514,Roland Mendel,Austria,1/12/2020,28,45.6,280,0
ERNSH,10514,Roland Mendel,Austria,1/12/2020,56,38,560,0
ERNSH,10514,Roland Mendel,Austria,1/12/2020,65,21.05,650,0
ERNSH,10514,Roland Mendel,Austria,1/12/2020,75,7.75,750,0
QUICK,10515,Horst Kloss,Germany,1/13/2020,9,97,90,0.15
QUICK,10515,Horst Kloss,Germany,1/13/2020,16,17.45,160,0
QUICK,10515,Horst Kloss,Germany,1/13/2020,27,43.9,270,0
QUICK,10515,Horst Kloss,Germany,1/13/2020,33,2.5,330,0.15
QUICK,10515,Horst Kloss,Germany,1/13/2020,60,34,600,0.15
HUNGO,10516,Patricia McKenna,Ireland,1/14/2020,18,62.5,180,0.1
HUNGO,10516,Patricia McKenna,Ireland,1/14/2020,41,9.65,410,0.1
HUNGO,10516,Patricia McKenna,Ireland,1/14/2020,42,14,420,0
NORTS,10517,Simon Crowther,UK,1/14/2020,52,7,520,0
NORTS,10517,Simon Crowther,UK,1/14/2020,59,55,590,0
NORTS,10517,Simon Crowther,UK,1/14/2020,70,15,700,0
TORTU,10518,Miguel Angel Paolino,Mexico,1/15/2020,24,4.5,240,0
TORTU,10518,Miguel Angel Paolino,Mexico,1/15/2020,38,263.5,380,0
TORTU,10518,Miguel Angel Paolino,Mexico,1/15/2020,44,19.45,440,0
CHOPS,10519,Yang Wang,Switzerland,1/18/2020,10,31,100,0.05
